Systematic_name,Standard_name,Uniprot_id
YNL162W,RPL42A,P0CX27
YNL163C,RIA1,P53893
YNL164C,IBD2,P53892
YNL165W,,P53891
YNL166C,BNI5,P53890
YNL167C,SKO1,Q02100
YNL168C,FMP41,P53889
YNL169C,PSD1,P39006
YNL170W,,P53888
YNL171C,,P53887
YNL172W,APC1,P53886
YNL173C,MDG1,P53885
YNL174W,,P53884
YNL175C,NOP13,P53883
YNL176C,TDA7,P53882
YNL177C,MRPL22,P53881
YNL178W,RPS3,P05750
YNL179C,,P53880
YNL180C,RHO5,P53879
YNL181W,PBR1,P53878
YNL182C,IPI3,P53877
YNL183C,NPR1,P22211
YNL184C,,P53876
YNL185C,MRPL19,P53875
YNL186W,UBP10,P53874
YNL187W,SWT21,P53873
YNL188W,KAR1,P11927
YNL189W,SRP1,Q02821
YNL190W,,P53872
YNL191W,DUG3,P53871
YNL192W,CHS1,P08004
YNL193W,,P53870
YNL194C,,P40169
YNL195C,,P40168
YNL196C,SLZ1,P40167
YNL197C,WHI3,P34761
YNL198C,,P40166
YNL199C,GCR2,Q01722
YNL200C,NNR1,P40165
YNL201C,PSY2,P40164
YNL202W,SPS19,P32573
YNL203C,,P40163
YNL204C,SPS18,P32572
YNL205C,,P40162
YNL206C,RTT106,P40161
YNL207W,RIO2,P40160
YNL208W,,P40159
YNL209W,SSB2,P40150
YNL210W,MER1,P16523
YNL211C,MRX7,P53869
YNL212W,VID27,P40157
YNL213C,RRG9,P40156
YNL214W,PEX17,P40155
YNL215W,IES2,P40154
YNL216W,RAP1,P11938
YNL217W,,P40152
YNL218W,MGS1,P40151
YNL219C,ALG9,P53868
YNL220W,ADE12,P80210
YNL221C,POP1,P41812
YNL222W,SSU72,P53538
YNL223W,ATG4,P53867
YNL224C,SQS1,P53866
YNL225C,CNM67,P53865
YNL226W,,P53864
YNL227C,JJJ1,P53863
YNL228W,,P53862
YNL229C,URE2,P23202
YNL230C,ELA1,P53861
YNL231C,PDR16,P53860
YNL232W,CSL4,P53859
YNL233W,BNI4,P53858
YNL234W,,P53857
YNL235C,,P53856
YNL236W,SIN4,P32259
YNL237W,YTP1,P53584
YNL238W,KEX2,P13134
YNL239W,LAP3,Q01532
YNL240C,NAR1,P23503
YNL241C,ZWF1,P11412
YNL242W,ATG2,P53855
YNL243W,SLA2,P33338
YNL244C,SUI1,P32911
YNL245C,CWC25,P53854
YNL246W,VPS75,P53853
YNL247W,,P53852
YNL248C,RPA49,Q01080
YNL249C,MPA43,P53583
YNL250W,RAD50,P12753
YNL251C,NRD1,P53617
YNL252C,MRPL17,P36528
YNL253W,TEX1,P53851
YNL254C,RTC4,P53850
YNL255C,GIS2,P53849
YNL256W,FOL1,P53848
YNL257C,SIP3,P38717
YNL258C,DSL1,P53847
YNL259C,ATX1,P38636
YNL260C,LTO1,P53846
YNL261W,ORC5,P50874
YNL262W,POL2,P21951
YNL263C,YIF1,P53845
YNL264C,PDR17,P53844
YNL265C,IST1,P53843
YNL266W,,P53842
YNL267W,PIK1,P39104
YNL268W,LYP1,P32487
YNL269W,BSC4,P53841
YNL270C,ALP1,P38971
YNL271C,BNI1,P41832
YNL272C,SEC2,P17065
YNL273W,TOF1,P53840
YNL274C,GOR1,P53839
YNL275W,BOR1,P53838
YNL276C,,P53837
YNL277W,MET2,P08465
YNL278W,CAF120,P53836
YNL279W,PRM1,P53835
YNL280C,ERG24,P32462
YNL281W,HCH1,P53834
YNL282W,POP3,P53833
YNL283C,WSC2,P53832
YNL284C,MRPL10,P36520
YNL285W,,P53831
YNL286W,CUS2,P53830
YNL287W,SEC21,P32074
YNL288W,CAF40,P53829
YNL289W,PCL1,P24867
YNL290W,RFC3,P38629
YNL291C,MID1,P41821
YNL292W,PUS4,P48567
YNL293W,MSB3,P48566
YNL294C,RIM21,P48565
YNL295W,MRX6,P48564
YNL296W,,P53828
YNL297C,MON2,P48563
YNL298W,CLA4,P48562
YNL299W,TRF5,P48561
YNL300W,TOS6,P48560
YNL301C,RPL18B,P0CX50
YNL302C,RPS19B,P07281
YNL303W,,P53827
YNL304W,YPT11,P48559
YNL305C,BXI1,P48558
YNL306W,MRPS18,P42847
YNL307C,MCK1,P21965
YNL308C,KRI1,P42846
YNL309W,STB1,P42845
YNL310C,ZIM17,P42844
YNL311C,SKP2,P42843
YNL312W,RFA2,P26754
YNL313C,EMW1,P42842
YNL314W,DAL82,P21705
YNL315C,ATP11,P32453
YNL316C,PHA2,P32452
YNL317W,PFS2,P42841
YNL318C,HXT14,P42833
YNL319W,,P53826
YNL320W,,P42840
YNL321W,VNX1,P42839
YNL322C,KRE1,P17260
YNL323W,LEM3,P42838
YNL324W,,P53825
YNL325C,FIG4,P42837
YNL326C,PFA3,P42836
YNL327W,EGT2,P42835
YNL328C,MDJ2,P42834
YNL329C,PEX6,P33760
YNL330C,RPD3,P32561
YNL331C,AAD14,P42884
YNL332W,THI12,P42883
YNL333W,SNZ2,P53824
YNL334C,SNO2,P53823
YNL335W,DDI3,P0CH64
YNL336W,COS1,P53822
YNL337W,,P53821
YNL338W,,P53820
YNL339C,YRF1-6,P53819
YNR001C,CIT1,P00890
YNR002C,ATO2,P32907
YNR003C,RPC34,P32910
YNR004W,SWM2,P40342
YNR005C,,P53717
YNR006W,VPS27,P40343
YNR007C,ATG3,P40344
YNR008W,LRO1,P40345
YNR009W,NRM1,P53718
YNR010W,CSE2,P33308
YNR011C,PRP2,P20095
YNR012W,URK1,P27515
YNR013C,PHO91,P27514
YNR014W,,P53719
YNR015W,SMM1,P53720
YNR016C,ACC1,Q00955
YNR017W,TIM23,P32897
YNR018W,RCF2,P53721
YNR019W,ARE2,P53629
YNR020C,ATP23,P53722
YNR021W,,P53723
YNR022C,MRPL50,P53724
YNR023W,SNF12,P53628
YNR024W,MPP6,P53725
YNR025C,,P53726
YNR026C,SEC12,P11655
YNR027W,BUD17,P53727
YNR028W,CPR8,P53728
YNR029C,,P53729
YNR030W,ALG12,P53730
YNR031C,SSK2,P53599
YNR032W,PPG1,P32838
YNR033W,ABZ1,P37254
YNR034W,SOL1,P50278
YNR035C,ARC35,P53731
YNR036C,MRPS12,P53732
YNR037C,RSM19,P53733
YNR038W,DBP6,P53734
YNR039C,ZRG17,P53735
YNR040W,,P53736
YNR041C,COQ2,P32378
YNR042W,,P53737
YNR043W,MVD1,P32377
YNR044W,AGA1,P32323
YNR045W,PET494,P07390
YNR046W,TRM112,P53738
YNR047W,FPK1,P53739
YNR048W,,P53740
YNR049C,MSO1,P53604
YNR050C,LYS9,P38999
YNR051C,BRE5,P53741
YNR052C,POP2,P39008
YNR053C,NOG2,P53742
YNR054C,ESF2,P53743
YNR055C,HOL1,P53389
YNR056C,BIO5,P53744
YNR057C,BIO4,P53630
YNR058W,BIO3,P50277
YNR059W,MNT4,P53745
YNR060W,FRE4,P53746
YNR061C,,P53747
YNR062C,,P53748
YNR063W,,P53749
YNR064C,,P53750
YNR065C,,P53751
YNR066C,,P53752
YNR067C,DSE4,P53753
YNR068C,,P53754
YNR069C,BSC5,P53755
YNR070W,PDR18,P53756
YNR071C,,P53757
YNR072W,HXT17,P53631
YNR073C,MAN2,P0CX09
YNR074C,AIF1,P52923
YNR075W,COS10,P52924
YNR076W,PAU6,P0CE90
YNR077C,,P53758
YOL001W,PHO80,P20052
YOL002C,IZH2,Q12442
YOL003C,PFA4,Q12006
YOL004W,SIN3,P22579
YOL005C,RPB11,P38902
YOL006C,TOP1,P04786
YOL007C,CSI2,Q08054
YOL008W,COQ10,Q08058
YOL009C,MDM12,Q92328
YOL010W,RCL1,Q08096
YOL011W,PLB3,Q08108
YOL012C,HTZ1,Q12692
YOL013C,HRD1,Q08109
YOL014W,,Q08110
YOL015W,IRC10,Q08118
YOL016C,CMK2,P22517
YOL017W,ESC8,Q08119
YOL018C,TLG2,Q08144
YOL019W,,Q08157
YOL020W,TAT2,P38967
YOL021C,DIS3,Q08162
YOL022C,TSR4,P25040
YOL023W,IFM1,P25038
YOL024W,,Q08172
YOL025W,LAG2,Q92325
YOL026C,MIM1,Q08176
YOL027C,MDM38,Q08179
YOL028C,YAP7,Q08182
YOL029C,,Q08187
YOL030W,GAS5,Q08193
YOL031C,SIL1,Q08199
YOL032W,OPI10,Q08202
YOL033W,MSE1,P48525
YOL034W,SMC5,Q08204
YOL035C,,Q08207
YOL036W,,Q08206
YOL037C,,Q08205
YOL038W,PRE6,P40303
YOL039W,RPP2A,P05319
YOL040C,RPS15,Q01855
YOL041C,NOP12,Q08208
YOL042W,NGL1,Q08213
YOL043C,NTG2,Q08214
YOL044W,PEX15,Q08215
YOL045W,PSK2,Q08217
YOL046C,,Q08216
YOL047C,LDS2,Q08218
YOL048C,RRT8,Q08219
YOL049W,GSH2,Q08220
YOL050C,,Q08222
YOL051W,GAL11,P19659
YOL052C,SPE2,P21182
YOL052C-A,DDR2,P89113
YOL053W,AIM39,Q08223
YOL054W,PSH1,Q12161
YOL055C,THI20,Q08224
YOL056W,GPM3,Q12326
YOL057W,,Q08225
YOL058W,ARG1,P22768
YOL059W,GPD2,P41911
YOL060C,MAM3,Q12296
YOL061W,PRS5,Q12265
YOL062C,APM4,Q99186
YOL063C,CRT10,Q08226
YOL064C,MET22,P32179
YOL065C,INP54,Q08227
YOL066C,RIB2,Q12362
YOL067C,RTG1,P32607
YOL068C,HST1,P53685
YOL069W,NUF2,P33895
YOL070C,NBA1,Q08229
YOL071W,SDH5,Q08230
YOL072W,THP1,Q08231
YOL073C,DSC2,Q08232
YOL075C,,Q08234
YOL076W,MDM20,Q12387
YOL077C,BRX1,Q08235
YOL078W,AVO1,Q08236
YOL079W,,Q08238
YOL080C,REX4,Q08237
YOL081W,IRA2,P19158
YOL082W,ATG19,P35193
YOL083W,ATG34,Q12292
YOL084W,PHM7,Q12252
YOL085C,,Q99345
YOL086C,ADH1,P00330
YOL087C,DUF1,Q99247
YOL088C,MPD2,Q99316
YOL089C,HAL9,Q12180
YOL090W,MSH2,P25847
YOL091W,SPO21,Q12411
YOL092W,YPQ1,Q12010
YOL093W,TRM10,Q12400
YOL094C,RFC4,P40339
YOL095C,HMI1,Q12039
YOL096C,COQ3,P27680
YOL097C,WRS1,Q12109
YOL098C,SDD3,Q12496
YOL099C,,Q08240
YOL100W,PKH2,Q12236
YOL101C,IZH4,Q99393
YOL102C,TPT1,Q12272
YOL103W,ITR2,P30606
YOL104C,NDJ1,Q12366
YOL105C,WSC3,Q12215
YOL106W,,Q08241
YOL107W,,Q12239
YOL108C,INO4,P13902
YOL109W,ZEO1,Q08245
YOL110W,SHR5,P41912
YOL111C,MDY2,Q12285
YOL112W,MSB4,Q12317
YOL113W,SKM1,Q12469
YOL114C,PTH4,Q12285
YOL115W,PAP2,P53632
YOL116W,MSN1,P22148
YOL117W,RRI2,Q12348
YOL118C,,Q08259
YOL119C,MCH4,Q08268
YOL120C,RPL18A,P0CX49
YOL121C,RPS19A,P07280
YOL122C,SMF1,P38925
YOL123W,HRP1,Q99383
YOL124C,TRM11,Q12463
YOL125W,TRM13,Q12383
YOL126C,MDH2,P22133
YOL127W,RPL25,P04456
YOL128C,YGK3,Q12222
YOL129W,VPS68,Q12016
YOL130W,ALR1,Q08269
YOL131W,,Q08270
YOL132W,GAS4,Q08271
YOL133W,HRT1,Q08273
YOL134C,,Q08272
YOL135C,MED7,Q08278
YOL136C,PFK27,Q12471
YOL137W,BSC6,Q08280
YOL138C,RTC1,Q08281
YOL139C,CDC33,P07260
YOL140W,ARG8,P18544
YOL141W,PPM2,Q08282
YOL142W,RRP40,Q08285
YOL143C,RIB4,P50861
YOL144W,NOP8,Q08287
YOL145C,CTR9,P89105
YOL146W,PSF3,Q12146
YOL147C,PEX11,Q12462
YOL148C,SPT20,P50875
YOL149W,DCP1,Q12517
YOL150C,,Q08293
YOL151W,GRE2,Q12068
YOL152W,FRE7,Q12333
YOL154W,ZPS1,Q12512
YOL155C,HPF1,Q05164
YOL156W,HXT11,P54862
YOL157C,IMA2,Q08295
YOL158C,ENB1,Q08299
YOL159C,CSS3,Q3E769
YOL160W,,Q08321
YOL161C,PAU20,Q08322
YOL162W,,P0CF19
YOL163W,,P0CF20
YOL164W,BDS1,Q08347
YOL165C,AAD15,Q08361
YOL166C,,Q08373
YOR001W,RRP6,Q12149
YOR002W,ALG6,Q12001
YOR003W,YSP3,P25036
YOR004W,UTP23,Q12339
YOR005C,DNL4,Q08387
YOR006C,TSR3,Q12094
YOR007C,SGT2,Q12118
YOR008C,SLG1,P54867
YOR009W,TIR4,Q12218
YOR010C,TIR2,P33890
YOR011W,AUS1,Q08409
YOR012W,,Q12351
YOR013W,IRC11,Q12479
YOR014W,RTS1,P38903
YOR015W,,Q12169
YOR016C,ERP4,Q12450
YOR017W,PET127,P32606
YOR018W,ROD1,Q02805
YOR019W,,Q99248
YOR020C,HSP10,P38910
YOR021C,SFM1,Q12314
YOR022C,DDL1,Q12204
YOR023C,AHC1,Q12433
YOR024W,,Q12070
YOR025W,HST3,P53687
YOR026W,BUB3,P26449
YOR027W,STI1,P15705
YOR028C,CIN5,P40917
YOR029W,,Q12243
YOR030W,DFG16,Q99234
YOR032C,HMS1,Q12398
YOR033C,EXO1,P39875
YOR034C,AKR2,Q12013
YOR035C,SHE4,P51534
YOR036W,PEP12,P32854
YOR037W,CYC2,P38909
YOR038C,HIR2,P32480
YOR039W,CKB2,P38930
YOR040W,GLO4,Q12320
YOR041C,,Q08411
YOR042W,CUE5,Q08412
YOR043W,WHI2,P12611
YOR044W,IRC23,Q08416
YOR045W,TOM6,P33448
YOR046C,DBP5,P20449
YOR047C,STD1,Q02794
YOR048C,RAT1,Q02792
YOR049C,RSB1,Q08417
YOR050C,,Q08419
YOR051C,ETT1,Q08421
YOR052C,TMC1,Q08422
YOR053W,,Q08428
YOR054C,VHS3,Q08438
YOR055W,,Q08439
YOR056C,NOB1,Q08444
YOR057W,SGT1,Q08446
YOR058C,ASE1,P50275
YOR059C,LPL1,Q08448
YOR060C,SLD7,Q08457
YOR061W,CKA2,P19454
YOR062C,,P36025
YOR063W,RPL3,P14126
YOR064C,YNG1,Q08465
YOR065W,CYT1,P07143
YOR066W,MSA1,Q08471
YOR067C,ALG8,P40351
YOR068C,VAM10,Q08474
YOR069W,VPS5,Q92331
YOR070C,GYP1,Q08484
YOR071C,NRT1,Q08485
YOR072W,,Q3E832
YOR073W,SGO1,Q08490
YOR074C,CDC21,P06785
YOR075W,UFE1,P41834
YOR076C,SKI7,Q08491
YOR077W,RTS2,P40962
YOR078W,BUD21,Q08492
YOR079C,ATX2,Q12067
YOR080W,DIA2,Q08496
YOR081C,TGL5,Q12043
YOR082C,,Q08498
YOR083W,WHI5,Q12416
YOR084W,LPX1,Q12405
YOR085W,OST3,P48439
YOR086C,TCB1,Q12466
YOR087W,YVC1,Q12324
YOR089C,VPS21,P36017
YOR090C,PTC5,Q12511
YOR091W,TMA46,Q12000
YOR092W,ECM3,Q99252
YOR093C,CMR2,Q12275
YOR094W,ARF3,P40994
YOR095C,RKI1,Q12189
YOR096W,RPS7A,P26786
YOR097C,,Q12274
YOR098C,NUP1,P20676
YOR099W,KTR1,P27810
YOR100C,CRC1,Q12289
YOR101W,RAS1,P01119
YOR102W,,Q08503
YOR103C,OST2,P46964
YOR104W,PIN2,Q12057
YOR105W,,Q08504
YOR106W,VAM3,Q12241
YOR107W,RGS2,Q99188
YOR108W,LEU9,Q12166
YOR109W,INP53,Q12271
YOR110W,TFC7,Q12415
YOR111W,,Q99210
YOR112W,CEX1,Q12453
YOR113W,AZF1,P41696
YOR114W,,Q12219
YOR115C,TRS33,Q99394
YOR116C,RPO31,P04051
YOR117W,RPT5,P33297
YOR118W,RTC5,Q12108
YOR119C,RIO1,Q12196
YOR120W,GCY1,P14065
YOR121C,,Q08521
YOR122C,PFY1,P07274
YOR123C,LEO1,P38439
YOR124C,UBP2,Q01476
YOR125C,CAT5,P41735
YOR126C,IAH1,P41734
YOR127W,RGA1,P39083
YOR128C,ADE2,P21264
YOR129C,AFI1,Q99222
YOR130C,ORT1,Q12375
YOR131C,,Q12486
YOR132W,VPS17,P32913
YOR133W,EFT1,P32324
YOR134W,BAG7,Q12128
YOR135C,IRC14,Q08522
YOR136W,IDH2,P28241
YOR137C,SIA1,Q12212
YOR138C,RUP1,Q12242
YOR139C,,Q08532
YOR140W,SFL1,P20134
YOR141C,ARP8,Q12386
YOR142W,LSC1,P53598
YOR143C,THI80,P35202
YOR144C,ELG1,Q12050
YOR145C,PNO1,Q99216
YOR146W,,Q08533
YOR147W,MDM32,Q12171
YOR148C,SPP2,Q02521
YOR149C,SMP3,Q04174
YOR150W,MRPL23,Q12487
YOR151C,RPB2,P08518
YOR152C,ATG40,Q99325
YOR153W,PDR5,P33302
YOR154W,SLP1,Q12232
YOR155C,ISN1,Q99312
YOR156C,NFI1,Q12216
YOR157C,PUP1,P25043
YOR158W,PET123,P17558
YOR159C,SME1,Q12330
YOR160W,MTR10,Q99189
YOR161C,PNS1,Q12412
YOR162C,YRR1,Q12172
YOR163W,DDP1,Q99321
YOR164C,GET4,Q12125
YOR165W,SEY1,Q99287
YOR166C,SWT1,Q12104
YOR167C,RPS28A,Q3E7X9
YOR168W,GLN4,P13188
YOR169C,,Q08540
YOR170W,,Q08543
YOR171C,LCB4,Q12246
YOR172W,YRM1,Q12340
YOR173W,DCS2,Q12123
YOR174W,MED4,Q12343
YOR175C,ALE1,Q08548
YOR176W,HEM15,P16622
YOR177C,MPC54,Q08550
YOR178C,GAC1,P28006
YOR179C,SYC1,Q08553
YOR180C,DCI1,Q08558
YOR181W,LAS17,Q12446
YOR182C,RPS30B,P0CX34
YOR183W,FYV12,Q08559
YOR184W,SER1,P33330
YOR185C,GSP2,P32836
YOR186W,,Q08560
YOR187W,TUF1,P02992
YOR188W,MSB1,P21339
YOR189W,IES4,Q08561
YOR190W,SPR1,P32603
YOR191W,ULS1,Q08562
YOR192C,THI72,Q08579
YOR193W,PEX27,Q08580
YOR194C,TOA1,P32773
YOR195W,SLK19,Q08581
YOR196C,LIP5,P32875
YOR197W,MCA1,Q08601
YOR198C,BFR1,P38934
YOR199W,,Q08604
YOR200W,,Q08620
YOR201C,MRM1,P25270
YOR202W,HIS3,P06633
YOR203W,,Q08621
YOR204W,DED1,P06634
YOR205C,GEP3,Q08622
YOR206W,NOC2,P39744
YOR207C,RET1,P22276
YOR208W,PTP2,P29461
YOR209C,NPT1,P39683
YOR210W,RPB10,P22139
YOR211C,MGM1,P32266
YOR212W,STE4,P18851
YOR213C,SAS5,Q99314
YOR214C,SPR2,Q12282
YOR215C,AIM41,Q12032
YOR216C,RUD3,Q12234
YOR217W,RFC1,P38630
YOR218C,,Q12249
YOR219C,STE13,P33894
YOR220W,RCN2,Q12044
YOR221C,MCT1,Q12283
YOR222W,ODC2,Q99297
YOR223W,DSC3,Q12015
YOR224C,RPB8,P20436
YOR225W,,Q12225
YOR226C,ISU2,Q12056
YOR227W,HER1,Q12276
YOR228C,MCP1,Q12106
YOR229W,WTM2,Q12206
YOR230W,WTM1,Q12363
YOR231W,MKK1,P32490
YOR232W,MGE1,P38523
YOR233W,KIN4,Q01919
YOR234C,RPL33B,P41056
YOR235W,IRC13,Q08630
YOR236W,DFR1,P07807
YOR237W,HES1,P35843
YOR238W,,Q08634
YOR239W,ABP140,Q08641
YOR241W,MET7,Q08645
YOR242C,SSP2,Q08646
YOR243C,PUS7,Q08647
YOR244W,ESA1,Q08649
YOR245C,DGA1,Q08650
YOR246C,ENV9,Q08651
YOR247W,SRL1,Q08673
YOR248W,,Q08681
YOR249C,APC5,Q08683
YOR250C,CLP1,Q08685
YOR251C,TUM1,Q08686
YOR252W,TMA16,Q08687
YOR253W,NAT5,Q08689
YOR254C,SEC63,P14906
YOR255W,OSW1,Q08692
YOR256C,TRE2,Q08693
YOR257W,CDC31,P06704
YOR258W,HNT3,Q08702
YOR259C,RPT4,P53549
YOR260W,GCD1,P09032
YOR261C,RPN8,Q08723
YOR262W,GPN2,Q08726
YOR263C,,Q08728
YOR264W,DSE3,Q08729
YOR265W,RBL2,P48606
YOR266W,PNT1,P38969
YOR267C,HRK1,Q08732
YOR268C,,Q08734
YOR269W,PAC1,P39946
YOR270C,VPH1,P32563
YOR271C,FSF1,Q12029
YOR272W,YTM1,Q12024
YOR273C,TPO4,Q12256
YOR274W,MOD5,P07884
YOR275C,RIM20,Q12033
YOR276W,CAF20,P12962
YOR277C,,Q08736
YOR278W,HEM4,P06174
YOR279C,RFM1,Q12192
YOR280C,FSH3,Q99369
YOR281C,PLP2,Q12017
YOR282W,,Q08741
YOR283W,,Q12040
YOR284W,HUA2,Q12134
YOR285W,RDL1,Q12305
YOR286W,RDL2,Q08742
YOR287C,RRP36,Q12481
YOR288C,MPD1,Q12404
YOR289W,,Q12012
YOR290C,SNF2,P22082
YOR291W,YPK9,Q12697
YOR292C,,Q08743
YOR293W,RPS10A,Q08745
YOR294W,RRS1,Q08746
YOR295W,UAF30,Q08747
YOR296W,,Q08748
YOR297C,TIM18,Q08749
YOR298W,MUM3,Q08750
YOR299W,BUD7,Q08754
YOR300W,,Q08756
YOR301W,RAX1,Q08760
YOR302W,,P08521
YOR303W,CPA1,P07258
YOR304C-A,BIL1,O14468
YOR304W,ISW2,Q08773
YOR305W,RRG7,Q08774
YOR306C,MCH5,Q08777
YOR307C,SLY41,P22215
YOR308C,SNU66,Q12420
YOR309C,,Q12444
YOR310C,NOP58,Q12499
YOR311C,DGK1,Q12382
YOR312C,RPL20B,P0CX24
YOR313C,SPS4,P09937
YOR314W,,Q12506
YOR315W,SFG1,Q12507
YOR316C,COT1,P32798
YOR317W,FAA1,P30624
YOR318C,,Q99318
YOR319W,HSH49,Q99181
YOR320C,GNT1,Q12096
YOR321W,PMT3,P47190
YOR322C,LDB19,Q12502
YOR323C,PRO2,P54885
YOR324C,FRT1,Q99332
YOR325W,,Q12261
YOR326W,MYO2,P19524
YOR327C,SNC2,P33328
YOR328W,PDR10,P51533
YOR329C,SCD5,P34758
YOR330C,MIP1,P15801
YOR331C,,Q08786
YOR332W,VMA4,P22203
YOR333C,,Q08789
YOR334W,MRS2,Q01926
YOR335C,ALA1,P40825
YOR336W,KRE5,P22023
YOR337W,TEA1,P47988
YOR338W,,Q99326
YOR339C,UBC11,P52492
YOR340C,RPA43,P46669
YOR341W,RPA190,P10964
YOR342C,,Q12182
YOR343C,,Q12484
YOR344C,TYE7,P33122
YOR345C,,Q08811
YOR346W,REV1,P12689
YOR347C,PYK2,P52489
YOR348C,PUT4,P15380
YOR349W,CIN1,P40987
YOR350C,MNE1,P24720
YOR351C,MEK1,P24719
YOR352W,TFB6,Q08816
YOR353C,SOG2,Q08817
YOR354C,MSC6,Q08818
YOR355W,GDS1,P41913
YOR356W,CIR2,Q08822
YOR357C,SNX3,Q08826
YOR358W,HAP5,Q02516
YOR359W,VTS1,Q08831
YOR360C,PDE2,P06776
YOR361C,PRT1,P06103
YOR362C,PRE10,P21242
YOR363C,PIP2,P52960
YOR364W,,Q08842
YOR365C,,Q08844
YOR366W,,Q08872
YOR367W,SCP1,Q08873
YOR368W,RAD17,P48581
YOR369C,RPS12,P48589
YOR370C,MRS6,P32864
YOR371C,GPB1,Q08886
YOR372C,NDD1,Q08887
YOR373W,NUD1,P32336
YOR374W,ALD4,P46367
YOR375C,GDH1,P07262
YOR376W,,Q08900
YOR377W,ATF1,P40353
YOR378W,AMF1,Q08902
YOR379C,,Q08903
YOR380W,RDR1,Q08904
YOR381W,FRE3,Q08905
YOR382W,FIT2,Q08906
YOR383C,FIT3,Q08907
YOR384W,FRE5,Q08908
YOR385W,,Q08909
YOR386W,PHR1,P05066
YOR387C,,Q08910
YOR388C,FDH1,Q08911
YOR389W,,Q08912
YOR390W,FEX1,Q08913
YOR391C,HSP33,Q08914
YOR392W,,Q08915
YOR393W,ERR1,P0CX10
YOR394W,PAU21,P0CE86
YPL001W,HAT1,Q12341
YPL002C,SNF8,Q12483
YPL003W,ULA1,Q12059
YPL004C,LSP1,Q12230
YPL005W,AEP3,Q12089
YPL006W,NCR1,Q12200
YPL007C,TFC8,Q12308
YPL008W,CHL1,P22516
YPL009C,RQC2,Q12532
YPL010W,RET3,P53600
YPL011C,TAF3,Q12297
YPL012W,RRP12,Q12754
YPL013C,MRPS16,Q02608
YPL014W,CIP1,Q02606
YPL015C,HST2,P53686
YPL016W,SWI1,P09547
YPL017C,IRC15,Q02733
YPL018W,CTF19,Q02732
YPL019C,VTC3,Q02725
YPL020C,ULP1,Q02724
YPL021W,ECM23,Q02710
YPL022W,RAD1,P06777
YPL023C,MET12,P46151
YPL024W,RMI1,Q02685
YPL025C,,Q02659
YPL026C,SKS1,Q12505
YPL027W,SMA1,Q02651
YPL028W,ERG10,P41338
YPL029W,SUV3,P32580
YPL030W,TRM44,Q02648
YPL031C,PHO85,P17157
YPL032C,SVL3,Q03088
YPL033C,SRL4,Q03085
YPL034W,,Q03083
YPL035C,,O13521
YPL036W,PMA2,P19657
YPL037C,EGD1,Q02642
YPL038W,MET31,Q03081
YPL039W,,Q03080
YPL040C,ISM1,P48526
YPL041C,MRX11,Q03079
YPL042C,SSN3,P39073
YPL043W,NOP4,P37838
YPL044C,,O13520
YPL045W,VPS16,Q03308
YPL046C,ELC1,Q03071
YPL047W,SGF11,Q03067
YPL048W,CAM1,P29547
YPL049C,DIG1,Q03063
YPL050C,MNN9,P39107
YPL051W,ARL3,Q02804
YPL052W,OAZ1,Q02803
YPL053C,KTR6,P54070
YPL054W,LEE1,Q02799
YPL055C,LGE1,Q02796
YPL056C,LCL1,Q02786
YPL057C,SUR1,P33300
YPL058C,PDR12,Q02785
YPL059W,GRX5,Q02784
YPL060W,MFM1,Q02783
YPL061W,ALD6,P54115
YPL062W,,Q02781
YPL063W,TIM50,Q02776
YPL064C,CWC27,Q02770
YPL065W,VPS28,Q02767
YPL066W,RGL1,Q12194
YPL067C,,Q02754
YPL068C,,Q02749
YPL069C,BTS1,Q12051
YPL070W,MUK1,Q02866
YPL071C,,Q02864
YPL072W,UBP16,Q02863
YPL073C,,P40323
YPL074W,YTA6,P40328
YPL075W,GCR1,P07261
YPL076W,GPI2,P46961
YPL077C,,Q02831
YPL078C,ATP4,P05626
YPL079W,RPL21B,Q12672
YPL080C,,Q02826
YPL081W,RPS9A,O13516
YPL082C,MOT1,P32333
YPL083C,SEN54,Q02825
YPL084W,BRO1,P48582
YPL085W,SEC16,P48415
YPL086C,ELP3,Q02908
YPL087W,YDC1,Q02896
YPL088W,,Q02895
YPL089C,RLM1,Q12224
YPL090C,RPS6A,P0CX37
YPL091W,GLR1,P41921
YPL092W,SSU1,P41930
YPL093W,NOG1,Q02892
YPL094C,SEC62,P21825
YPL095C,EEB1,Q02891
YPL096W,PNG1,Q02890
YPL097W,MSY1,P48527
YPL098C,MGR2,Q02889
YPL099C,INA17,Q02888
YPL100W,ATG21,Q02887
YPL101W,ELP4,Q02884
YPL102C,,O13517
YPL103C,FMP30,Q02883
YPL104W,MSD1,P15179
YPL105C,SYH1,Q02875
YPL106C,SSE1,P32589
YPL107W,,Q02873
YPL108W,,Q02872
YPL109C,,Q02981
YPL110C,GDE1,Q02979
YPL111W,CAR1,P00812
YPL112C,PEX25,Q02969
YPL113C,,Q02961
YPL114W,,O13518
YPL115C,BEM3,P32873
YPL116W,HOS3,Q02959
YPL117C,IDI1,P15496
YPL118W,MRP51,Q02950
YPL119C,DBP1,P24784
YPL120W,VPS30,Q02948
YPL121C,MEI5,P32489
YPL122C,TFB2,Q02939
YPL123C,RNY1,Q02933
YPL124W,SPC29,P33419
YPL125W,KAP120,Q02932
YPL126W,NAN1,Q02931
YPL127C,HHO1,P53551
YPL128C,TBF1,Q02457
